"","HNSCC10_p14_HNSCC10_P14_B12","HNSCC6_p15_HNSCC6_P15_LN_C05","HNSCC5_p13_P13_F09","HNSCC10_p4_HNSCC10_P4_B11","HN25_P23_H02_S278_comb","HN28_P14_C01_S121_comb","HN25_P25_F03_S351_comb","HNSCC18_P13_C04_S316_comb","HN28_P15_D03_S327_comb","HNSCC18_P7_F10_S166_comb","HNSCC25_P20_D06_S330_comb","HNSCC18_P13_C01_S313_comb","HN25_P23_C01_S217_comb","HN28_P15_B10_S310_comb","HNSCC6_p8_HNSCC6_P8_A10","HNSCC25_P20_F06_S354_comb","HN28_P14_A04_S100_comb","HNSCC10_p14_HNSCC10_P14_G09","HNSCC17_P13_H06_S378_comb","HNSCC25_P20_B07_S307_comb","HNSCC25_P3_C11_S131_comb","HNSCC25_P4_A03_S195_comb","HNSCC16_P5_HNSCC16_P5_E05","HNSCC13_p19_HNSCC13_P19_C08","HNSCC_combo1_HNSCC_ComboP1_H01","HNSCC13_p19_HNSCC13_P19_B08","HNSCC16_P5_HNSCC16_P5_C01","HNSCC16_P7_HNSCC16_P7_B04","HNSCC16_P7_HNSCC16_P7_H10","HNSCC13_p19_HNSCC13_P19_C12","HNSCC13_p19_HNSCC13_P19_B11","HNSCC25_P2_B10_S22_comb","HNSCC13_p19_HNSCC13_P19_H10","HNSCC13_p19_HNSCC13_P19_C11","HNSCC13_p19_HNSCC13_P19_A06","HNSCC13_p19_HNSCC13_P19_D03","HNSCC13_p19_HNSCC13_P19_B07","HNSCC16_P4_HNSCC16_P4_E11","HNSCC13_p19_HNSCC13_P19_A05","HNSCC16_P5_HNSCC16_P5_D09","HNSCC5_p15_HNSCC5_P15_B11","HNSCC5_p15_HNSCC5_P15_C09","HNSCC5_p13_P13_A03","HNSCC5_p15_HNSCC5_P15_C06","HNSCC5_p15_HNSCC5_P15_G04","HNSCC5_p15_HNSCC5_P15_A05","HNSCC5_p15_HNSCC5_P15_E02","HNSCC5_p5_P5_F06","HNSCC5_p15_HNSCC5_P15_D07","HNSCC5_p15_HNSCC5_P15_B01","HNSCC5_p15_HNSCC5_P15_E01","HNSCC5_p13_P13_H04","HNSCC16_P2_G01_S73_comb","HNSCC13_p19_HNSCC13_P19_E12","HNSCC6_p15_HNSCC6_P15_LN_C12","HNSCC16_P2_G02_S74_comb","HNSCC6_p15_HNSCC6_P15_LN_E01","HNSCC5_p15_HNSCC5_P15_F05","HNSCC16_P2_C06_S30_comb","HNSCC18_P7_A10_S106_comb","HNSCC5_p7_HNSCC5_P7_E06","HNSCC5_p3_HNSCC5_P3_E10","HNSCC5_p7_HNSCC5_P7_D08","HNSCC25_P20_B05_S305_comb","HNSCC6_p8_HNSCC6_P8_H11","HNSCC6_p15_HNSCC6_P15_LN_C11","HNSCC6_p15_HNSCC6_P15_LN_A01","HNSCC24_P13_R_LN_B05_S113_comb","HNSCC5_p5_P5_F04","HN25_P5_C12_S36_comb","HNSCC6_p15_HNSCC6_P15_LN_B07","HNSCC5_p15_HNSCC5_P15_G07","HNSCC6_p15_HNSCC6_P15_LN_D08","HN25_P5_G10_S82_comb","HNSCC5_p7_HNSCC5_P7_D01","HNSCC6_p15_HNSCC6_P15_LN_F03","HNSCC5_p7_HNSCC5_P7_A10","HNSCC5_p15_HNSCC5_P15_A08","HNSCC24_P13_R_LN_F08_S164_comb","HNSCC5_p7_HNSCC5_P7_C06","HNSCC6_p15_HNSCC6_P15_LN_A03","HNSCC5_p11_p12_hnscc5_p11_p12_H11","HN28_P3P4_A02_S2_comb","HNSCC6_p15_HNSCC6_P15_LN_B08","HNSCC5_p5_P5_D09","HNSCC5_p3_HNSCC5_P3_C06","HNSCC5_p5_P5_B08","HNSCC5_p5_P5_C07","HNSCC5_p11_p12_hnscc5_p11_p12_E07","HNSCC24_P3_H01_S85_comb","HNSCC5_p5_P5_G04","HNSCC5_p11_p12_hnscc5_p11_p12_A02","HNSCC5_p11_p12_hnscc5_p11_p12_A04","HNSCC5_p11_p12_hnscc5_p11_p12_E12","HNSCC16_P9_G08_S272_comb","HNSCC5_p3_HNSCC5_P3_C05","HNSCC5_p5_P5_A06","HNSCC18_P13_A09_S297_comb","HNSCC6_p14_hnscc6_p14_E12","HNSCC5_p5_P5_C03","HNSCC20_P12_C03_S315_comb","HNSCC20_P3_B01_S13_comb","HNSCC20_P13_A10_S202_comb","HNSCC20_P13_C10_S226_comb","HNSCC6_p15_HNSCC6_P15_LN_H08","HNSCC20_P3_B02_S14_comb","HNSCC20_P3_H01_S85_comb","HNSCC20_P3_C01_S25_comb","HNSCC6_p15_HNSCC6_P15_LN_H01","HNSCC20_P12_D03_S327_comb","HNSCC20_P2_F12_S168_comb","HNSCC20_P13_H10_S286_comb","HNSCC20_P2_D06_S138_comb","HNSCC20_P13_A07_S199_comb","HNSCC6_p15_HNSCC6_P15_LN_H11","HNSCC20_P3_H09_S93_comb","HNSCC20_P3_E09_S57_comb","HNSCC20_P12_D12_S336_comb","HNSCC6_p15_HNSCC6_P15_LN_B01","HNSCC20_P13_A06_S198_comb","HNSCC18_P13_A05_S293_comb","HNSCC13_p1_HNSCC13_P1_G10","HNSCC16_P9_G11_S275_comb","HNSCC18_P3_H04_S376_comb","HNSCC24_P3_H06_S90_comb","HNSCC18_P7_G09_S177_comb","HN25_P5_F06_S66_comb","HNSCC17_P3_A02_S194_comb","HNSCC5_p3_HNSCC5_P3_F08","HNSCC_combo1_HNSCC_ComboP1_C02","HNSCC16_P7_HNSCC16_P7_G09","HNSCC24_P3_D10_S46_comb","HN25_P5_G12_S84_comb","HNSCC25_P4_D09_S237_comb","HNSCC_combo1_HNSCC_ComboP1_A07","HNSCC17_P3_F02_S254_comb","HNSCC24_P3_B01_S13_comb","HNSCC16_P4_HNSCC16_P4_H07","HNSCC16_P9_E08_S248_comb","HNSCC16_P7_HNSCC16_P7_H02","HN28_P3P4_B10_S22_comb","HN25_P5_B06_S18_comb","HN25_P5_A09_S9_comb","HNSCC28_P2_A12_S12_comb","HN28_P5_C01_S217_comb","HNSCC16_P4_HNSCC16_P4_B11","HN28_P3P4_D10_S46_comb","HN28_P3P4_E02_S50_comb","HN25_P5_H11_S95_comb","HNSCC25_P4_E02_S242_comb","HNSCC25_P3_A04_S100_comb","HN28_P3P4_A03_S3_comb","HN28_P3P4_E12_S60_comb","HNSCC25_P3_F04_S160_comb","HNSCC25_P3_B12_S120_comb","HNSCC25_P3_G06_S174_comb","HNSCC28_P2_G07_S79_comb","HNSCC28_P2_D02_S38_comb","HNSCC18_P7_G10_S178_comb","HNSCC16_P9_C02_S218_comb","HNSCC25_P12_B12_S120_comb","HNSCC12_p20_HNSCC12_P20_A08","HNSCC5_p11_p12_hnscc5_p11_p12_D05","HNSCC_17_P9_A06_S6_comb","HNSCC16_P9_G03_S267_comb","HN23_P11_F01_S61_comb","HNSCC_17_P9_D02_S38_comb","HNSCC16_P12_HNSCC16_P12_A03","HNSCC_17_P9_D11_S47_comb","HNSCC16_P11_HNSCC16_P11_E09","HNSCC16_P14_HNSCC16_P14_B03","HNSCC16_P11_HNSCC16_P11_D07","HNSCC12_p20_HNSCC12_P20_G01","HNSCC5_p11_p12_hnscc5_p11_p12_G11","HNSCC12_p19_HNSCC12_P19_E11","HNSCC18_P14_HNSCC18_P14_E10","HNSCC13_p19_HNSCC13_P19_H09","HNSCC18_P13_E02_S338_comb","HNSCC18_P15_G03_S75_comb"
"ACSL5",0,0,0,0,2.42657057245518,0,0,0,0,0,0,0,0,0,0,0,0,0,5.37581768746579,0,0,4.91776733950007,0,0,0,6.13156852294074,0,0,0,0,0,0,0,0,0,0,5.54788920266006,0,0,0,4.55439922954087,4.58962931465907,4.11313655232543,0,5.39328432986363,0,4.85224986887511,6.52649476634345,0,4.92293799811912,0,4.72408774403754,0,5.72930723120014,3.93511726925253,5.38433599112826,3.31887852145502,4.38040302143822,4.66173799145344,4.45118644399789,0,3.88118416391156,0,0,0,0,0,0,0,0,0,0,2.93274469390077,0,0,0,0,0,0,0,3.53482418834795,0,0,0,0,4.90609033750994,0,0,0,4.21420143950286,0,0,5.06319856577977,5.18763277281209,0,4.41474173841359,0,4.20335633473365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.20562225081646,0,0,0,0,0,3.28732805673314,0,5.33578575041504,0,0,0,0,0,0,5.44546918355297,0,2.74469196459526,0,0,0,0,0,5.62735002536066,3.66557936298809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.45079717640503,0,5.30285777631044,0,0,5.64752341327364,0,0,0,2.68786195547214,0,5.86901427952364,0,0,0,0,0,0,0,4.97345125273376
"CPT2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.34626975460562,0,0,0,0,0,0,3.7632855578504,0,4.2401580646138,2.92638100717045,2.49158159233114,0,0,0,0,0,0,0,0,3.70034582713976,0,2.67969139860434,5.12639021808821,0,0,0,4.2222869747998,3.60985452145844,0,0,0,0,0,0,0,0,0,0,4.7968779818079,0,0,0,4.73142141189507,0,0,0,4.03368221753406,0,4.46702902249658,0,0,0,0,0,4.56880709711061,0,0,0,0,0,0,0,4.30514464492884,0,5.75932942491419,0,0,0,3.40914302785034,0,3.6966163208381,0,0,4.32704031822744,3.10501214009224,4.32292908877335,3.66148443954786,0,4.10923917690727,3.91421877332962,2.94808676635576,3.32108336450088,3.74809917519992,4.37299620973775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.69504633253849,0,0,0,0,0,0,0,0,0,5.10227909241644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.64645067806275,0,0,0,0,0,0,5.34930565446637,0,0,0,0,0
"SLC7A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.99799347197832,3.77784714537828,0,0,0,0,0,3.92688002525906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14332416579651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71863778495407,2.47312365400294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.27378396932283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OPLAH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.60580766320569,4.8264105838631,0,0,0,0,0,0,0,0,0,3.23633667997447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.76579877927715,4.78942958374078,0,0,2.72062542904799,0,3.43461322882188,2.7707164910301,0,3.70153195730139,0,4.24665464806025,2.62543138143278,0,3.11618113651201,2.58771323503168,0,3.69737938070298,3.99193359857884,3.61605665548664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.70918362267683,4.71233059620585,0,5.03203639691818,4.71143153659924,0,0,0,0,0,0,2.57255800705753,4.62045536563398,0,0,0,0,0,2.32239253356871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCBL1",0,0,0,0,0,0,0,0,0,0,0,5.27068099265854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.01638369698219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.63350276629436,0,0,0,0,0,0,0,4.79099406696068,0,0,0,0,0,5.01720639060434,2.89259655186578,0,4.23248115634996,4.00275691543602,0,0,0,4.45478563200256,3.49651697625588,4.02354950988486,3.30064266076164,2.79671391891023,4.03777953531264,3.86390244389583,4.19659073994683,3.38714081750797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0182267092639,0,0,0,0,0,0,0,0
"ACSF3",0,4.93046944753069,0,0,0,0,0,0,4.62415227210808,0,0,0,0,4.92109152340545,0,0,4.6639940905892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.95773801632619,0,2.22894527363129,0,0,0,4.98765617614753,0,4.00711387099979,0,4.2025699170572,4.99280532974262,0,0,0,4.5525780153065,0,4.42388418038845,0,0,0,0,0,0,4.08852628071621,0,4.48865029945563,0,0,0,0,0,2.85358938842436,0,0,0,0,0,0,0,0,0,0,0,4.14820544846312,0,0,0,0,0,0,0,3.85417094588184,0,0,4.06335612813674,0,0,0,0,0,0,3.85293280625887,0,0,0,0,0,3.15312583597989,3.79570677583492,0,4.07055618583267,0,0,3.79028782898552,0,0,0,2.70268327031474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36520683893214,0,0,0,0,0,0,0,0,0,0,5.81111488943736,0,0,0,0,0,4.53678205775933,0,0,5.32949315828962,0,0,0,0,0,0,0,4.91688077525201,0,3.60442146957391,0,0
"HSD17B12",0,0,5.29909164488347,0,0,0,4.94854560652531,5.50545702853497,2.33795359351409,0,0,0,0,4.5621361967032,0,0,3.82778636937483,5.29177491242111,4.61577605144551,0,0,0,0,0,4.89581048920395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.51373219632541,5.27423425679478,0,5.14974256450772,3.34078230616968,5.29604932398008,5.22792501154516,4.88619020971101,5.32464601131232,4.2209529955479,0,3.23671200593938,4.93401245983145,5.07557550404375,5.44078831422756,4.65767600676921,5.4716670268078,4.61403972184786,4.47199888369653,4.48651301831247,0,3.40887318581024,4.25799257423996,2.57185627818911,0,4.21585056809767,3.99524697601537,0,5.48950174684648,0,4.97072668218925,0,4.2180489103448,5.01544359045982,3.81002242025675,0,0,4.62875299478393,4.3323124757143,4.00001227218618,2.4440467124249,4.74973836501817,0,4.33114975289936,4.4524884198257,4.24994023986917,4.08932396497587,3.5981187573,4.03440544109996,0,5.04810070703056,3.83838684114274,0,4.17499860261379,4.23036489463307,0,4.97426117623057,0,3.06006968874078,0,3.75582323117757,4.62437857725966,3.84971249179336,3.91241971879296,4.50359957824363,4.463280982519,4.11854192911171,3.50946717947735,4.76295633744672,4.70573608458118,4.91865385519822,4.60134944714879,4.58993191382063,3.42754296613964,4.00929134731676,4.76176200733249,4.50024538946862,4.87567516894661,4.36032993302787,4.28522267325976,2.92257703910597,3.27071478719375,3.78736787966589,4.94102242346905,4.18327960234173,4.67181215844147,0,0,5.4856912588809,4.20705151679166,4.9771324137857,0,4.66993324982838,5.42976701194558,4.86122389904596,3.99710501688507,3.17093120592626,0,0,3.97931224377646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.39336236376955,4.76989636974862,0,0,0,0,0,0,0,4.70438680454862,0,0,5.30770939571277,0,5.53834557519782,5.48303079742028,0,0,0,0,0
"PGLS",0,0,5.50588812708112,0,4.96203459020963,0,0,5.45972280055401,0,0,0,0,0,5.44417302499253,0,0,0,0,0,0,5.19076289363554,4.78875903876285,0,0,0,2.8758225353989,0,0,0,0,0,0,4.28148244983421,0,0,4.34145425854687,0,0,0,0,4.84327054613126,5.24187153185727,5.10249841939261,6.0053332931999,5.50574442829429,3.4317506828792,4.49734776719891,5.56954828986543,5.63200104291503,3.36974795326262,0,0,0,0,4.95355917408089,0,4.57759476023847,4.85855448973884,0,0,5.53296245887092,3.90194266750882,0,5.03144930301976,4.58115341522284,4.82574173484714,5.12865367747553,5.42169620923756,4.43071648503588,5.65310106666581,5.3394737460156,4.83391449699805,5.2688678878197,4.6783486271684,3.199089075936,6.45539029048411,4.91754570299139,4.71158138406826,4.16994704807803,0,5.43113592017461,3.81218344255754,5.52506541833303,6.03876382147708,0,3.98230783744256,5.46569556760005,5.18202649985949,5.04824734778231,4.25869582765626,6.06495350844287,4.82655921288955,0,0,4.97757409986425,0,0,4.66218924317291,0,0,3.26838891240545,4.07383392229107,4.3201355278116,4.94766070290371,4.50382823578521,3.72975461825643,3.36347993294243,2.25759215375752,5.3257312790232,0,2.4595511098853,2.52651935634489,3.72106645402236,5.00015861874996,5.52750655160281,3.30691476819583,0,4.30693239507974,5.28315122874996,3.86851551539615,0,5.03746611064449,5.17751125900503,0,5.57807854051174,5.65038386756093,5.54265135484031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.59642124693315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.04157400149024,0,3.75632661315142,5.76838108653424,5.65102743516307,6.14789084599458,0,6.18786298598016,0,0,6.11580662609537,0,0,0,5.41218099010578,0,0,0,0,0
"FTCD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AGMAT",0,0,0,0,0,0,0,0,0,2.23964328445062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1882950590115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22462838722308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.70334995082263,0,0,0,0,0,0,2.2257084699156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37490237572214,0,0,0,0,2.32434875373737,0,0,0,0,0,0,4.80290837159157,0,5.11901391509551,0,0,0,0,0,0,0,0,0,0,0,0,2.6376518938289,0,0,2.44231749207066,0
"GSTT1",0,0,0,0,0,5.57822188556035,0,0,0,0,0,0,0,0,0,0,0,0,0,5.10213287304523,0,0,0,0,6.04605589589022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.86159461360881,3.16968957859492,5.66611189988882,3.63624793016325,4.38564615143578,4.76385201821588,4.84319631465991,0,0,4.77921899650586,0,6.31796558105937,5.77935411331535,0,4.83681103962006,3.73598832840726,0,0,0,0,5.64630764402481,0,0,4.3279709131535,5.19156354707012,5.23918461236864,0,6.40813596547674,0,3.55961291890182,2.87749374547927,5.00971327890698,3.50585880935704,0,0,6.07139259034686,6.04379051618719,5.44993324943928,0,5.48274316468758,0,4.21388728357165,4.27009639257192,5.72167283351572,0,0,0,0,0,0,0,0,0,0,0,4.78279725920472,0,4.92219943340465,0,0,3.38813514066262,5.25145463202573,4.9771324137857,5.1842837522068,2.81842763383773,2.7606190090988,3.63393207553125,0,4.50222753347866,3.42360019563522,4.27664903534999,0,4.15311228983694,4.26728664905931,4.37060323346407,4.63561319295319,0,0,4.96733876964681,4.35553716022943,0,0,2.24177345984344,0,5.64931122665295,0,0,0,0,5.44287680353437,0,0,5.90673896989654,0,5.87036472856006,0,0,0,0,0,0,0,6.0153224610615,0,0,0,0,3.88791955232519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.12339621117527,0,0,0,0,0
"GLS2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.61820842051391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.86027551516698,0,0,0,4.94139128649669,0,0,0,0,0,3.78711753114152,0,0,0,3.36002399346205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76822269180906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC33A1",0,5.33072287504891,5.09101694079364,0,0,0,0,0,0,0,0,0,0,0,3.40320263546109,0,5.17146511893857,5.94975054771642,0,0,3.38714081750797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34276673005585,3.24767408279821,3.95448788725544,4.11576021704154,3.81484209932055,0,0,3.43398720448515,0,0,4.76265776446745,0,0,5.18544868993258,0,4.85551376227727,0,0,0,0,0,5.18078854773657,4.21035222952407,3.85185955306891,3.60468031781632,0,4.17452515133758,4.93054326809394,0,0,4.73770426733204,4.3666651275289,0,0,4.09634000081976,0,0,0,5.5002114700259,0,0,2.32532619213693,3.15485277101968,0,4.33308754484326,0,0,5.33520719007852,0,0,0,0,0,4.3955850802774,0,0,0,0,4.85766458329057,0,3.19700362479297,3.45851537062978,3.50559467359657,3.8450028759201,2.49073475488095,2.91722292763028,3.85862621836138,3.23201778084684,3.15187808991658,0,4.29456649976949,4.6511289642513,4.93519329411864,4.6028608910104,2.59595129465377,4.10382733054578,3.44488534781272,0,3.93259008888137,3.80736163441492,5.74999030180714,0,0,0,0,5.38743940232882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.55246857188618,0,0,0,0,0,0,0,0,0,5.14551197654267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GSS",5.91589854318629,0,0,0,0,0,0,0,0,5.63772444539804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.03848061163629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36629715195572,0,2.80454143398465,0,5.36252910868382,0,0,0,5.54128792636832,0,0,0,5.64130105509865,0,0,0,5.16024226302882,5.4559801560436,5.86801918287392,0,4.44344784681408,0,4.5595577806608,0,0,5.7021868259135,0,6.25735737503265,5.69590327062173,4.87878598827662,0,0,0,4.83562278215754,0,0,0,0,0,0,4.59318437112329,4.96652851645383,3.24692553295794,0,4.06591694229113,0,0,2.7040164642089,4.92286414315698,0,0,4.68187845000262,0,0,0,0,0,4.87923034038639,0,0,5.16738479213349,5.67282977444682,4.4229626235127,6.26948388257441,5.10037815397106,4.61177457291751,4.79032359500827,5.15499309411976,4.89366493438104,4.82351202047285,5.75697704902512,5.87974555204034,5.60694904755889,5.9488283084564,5.33448397008993,4.39050128534562,5.64394749136545,4.56820080892025,5.41946188679101,4.40912928974665,6.17981442946521,5.02976130145384,5.68847575584542,5.91490457743289,0,5.63035537561886,0,0,0,0,5.99605063584562,0,0,0,0,5.98974302165835,0,0,5.81260969323785,0,0,0,0,0,0,0,0,0,5.45310084598379,0,0,0,0,0,0,5.97549449971939,0,0,0,0,5.65503157084413,6.52263212429015,0,0,0,6.54440085616101,0,6.03508196192919,0,0,0,0,0,0,6.02729246962427,6.43472044301911,0,0,0
"NT5M",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.34315768766658,0,0,0,0,0,3.7616932864506,0,2.96162720555501,0,0,0,2.91402658464867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ALDH3A2",0,0,0,0,0,0,4.93939932841063,4.20705151679166,0,0,0,0,0,0,4.12711928394919,0,0,0,0,0,0,3.85565638940849,0,4.87574924329326,0,4.07175552344989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09450688436222,3.34571519275304,3.6781006195232,4.94294042148626,0,3.12760464149585,3.77274636292991,4.42050473358349,0,0,4.82797111455429,0,0,5.69518915704986,0,0,0,0,0,0,0,0,0,2.98066838189372,3.57881631934552,0,4.25236453173188,4.64984926138301,4.72071891138506,4.26517876092388,0,0,0,2.97703103504192,0,0,4.16196871444872,4.84200856145976,0,4.24665464806025,3.80885847138702,4.84430974842211,3.73363043668951,0,4.30934142466397,4.3249461430982,4.88234045143037,0,0,0,0,0,0,0,0,4.38888317071895,2.52174731623789,3.707458779797,5.03174285235962,4.5599369953557,4.73493717552459,5.2733641211723,3.84376290863178,5.23155777586399,3.74927524694523,5.30155418436216,5.06019463620536,5.16971650671868,4.04235617103106,5.61324970575137,4.51000020318141,5.33636429684565,5.26067083331789,5.25029326513191,4.87537886803397,4.2754012815335,5.24470333509272,4.33099471238201,4.65158059313258,4.96343446581587,4.36427059998277,3.01401999034511,0,0,0,0,0,4.08094410875201,0,4.7514566651871,0,4.49483079030189,0,0,0,0,5.58846931074076,5.92732747304375,0,0,5.01544359045982,3.06528947456048,4.96070828514686,0,0,0,2.97551424608003,4.71982041382759,5.07886976020427,6.14902120935178,4.57024690584553,0,0,6.08667319745449,0,0,0,0,0,0,0,4.35631034874597,0,0,0,0,0,0,0,5.75519484419512,0,0,0,5.20131451521788,0,0,0,0,0
"SLC27A3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26973819629822,0,0,0,0,2.25862807387871,0,0,0,0,6.61212664990881,0,0,0,0,0,0,4.29347688003576,0,0,0,0,0,0,2.45611474152859,0,3.51008296653378,0,0,0,0,0,0,0,4.5732775048426,0,3.89259730867741,0,0,0,0,2.92638100717045,0,0,0,0,0,0,0,0,0,4.87589739092891,0,0,4.27165697988386,0,0,0,0,3.85837878641245,0,0,0,0,0,0,0,0,0,5.97400558741234,5.57879525899668,0,4.60134944714879,4.32572181789462,0,3.42619923525062,0,0,4.6393809231994,3.19501187502439,0,0,3.89850120928164,0,0,3.94546061644025,3.11259152703695,3.89079226165268,0,3.54758348889729,3.44167226732203,0,0,0,0,0,0,2.95695065944589,0,0,0,0,0,5.54200552819513,0,0,0,5.62155319180782,0,0,4.81347414285116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
